Family,Instance Name,METIS,,,,,,,,,SPAC,,,,,,,,,SHEEP,,,,,,,,,NE,,,,,,,,
,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,
,,Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s)
misc,poisson3Da,20539,20539,20539,20517,20517,20517,20341,20341,20341,28428,28428,28428,30341,30341,30341,27225,27225,27225,95264,95264,95264,98306,98306,98306,91844,91844,91844,20809,20809,20809,20810,20809,20809,20793,20793,20793
misc,poisson3Db,106111,106111,106111,106156,106143,106136,134412,105437,105437,125139,125139,125139,125527,125527,125527,156001,121963,121963,612626,603550,603550,612556,607546,604570,612626,555240,555240,110004,110004,110004,110010,110009,110004,110030,110030,110030
misc,poli3,18113,18113,18113,18122,18122,18122,18091,18091,18091,18143,18143,18143,18131,18131,18131,18127,18127,18127,18542,18542,18542,18581,18581,18581,18476,18476,18476,18263,18263,18263,18252,18252,18252,18259,18259,18259
misc,poli4,35335,35335,35335,35341,35341,35341,35312,35312,35312,35356,35356,35356,35358,35358,35358,35306,35306,35306,35978,35978,35978,36014,36014,36014,35888,35888,35888,35599,35599,35599,35595,35595,35595,35674,35674,35674
misc,poli-large,16065,16065,16065,16063,16063,16063,16054,16054,16054,16055,16055,16055,16051,16051,16051,16048,16048,16048,16164,16164,16164,16149,16149,16149,16172,16172,16172,16256,16256,16256,16265,16265,16265,16292,16292,16292
misc,pores-2,2414,2414,2414,2415,2415,2415,2428,2428,2428,2446,2446,2446,2446,2446,2446,2442,2442,2442,3165,3165,3165,3134,3134,3134,3101,3101,3101,2336,2336,2336,2336,2336,2336,2336,2336,2336
misc,powersim,16231,16231,16231,16220,16220,16220,16231,16231,16231,16207,16207,16207,16207,16207,16207,16207,16207,16207,16371,16371,16371,16359,16359,16359,16406,16406,16406,16477,16477,16477,16477,16477,16477,16473,16473,16473
misc,pre2,368604,368604,368604,367627,367626,367622,386737,366713,366713,846406,652413,652413,730449,709309,703412,846406,846406,563793,399165,370728,370728,388750,370894,370695,399165,371549,371549,363403,363403,363403,363404,363404,363404,363403,363403,363403
misc,Pres-Poisson,20761,20761,20761,21339,21339,21339,20693,20693,20693,21319,21319,21319,21316,21316,21316,21168,21168,21168,27874,27874,27874,27729,27724,27724,27796,27796,27796,21853,21853,21853,21853,21853,21853,21853,21853,21853
misc,primagaz,13857,13857,13857,13857,13857,13857,13845,13845,13845,12831,12831,12831,12831,12831,12831,12831,12831,12831,12884,12884,12884,12884,12884,12884,12884,12884,12884,22804,22804,22804,22804,22804,22804,22693,22693,22693
misc,psmigr-1,29426,29426,29426,121056,33581,33579,29478,29478,29478,30917,30917,30917,31896,31875,31875,31188,31188,31188,65076,65076,65076,64364,64234,64211,65074,65074,65074,24750,24750,24750,24750,24750,24750,24750,24750,24750
misc,psmigr-2,29426,29426,29426,121056,33581,33579,29478,29478,29478,30917,30917,30917,31896,31875,31875,31188,31188,31188,65076,65076,65076,64364,64234,64211,65074,65074,65074,24825,24825,24825,24825,24825,24825,24825,24825,24825
misc,psmigr-3,29426,29426,29426,121056,33582,33579,29478,29478,29478,30917,30917,30917,31895,31875,31875,31188,31188,31188,65076,65076,65076,64364,64234,64211,65074,65074,65074,24790,24790,24790,24790,24790,24790,24790,24790,24790
misc,psse0,39168,39168,39168,39164,39164,39164,38976,38976,38976,39174,39174,39174,39174,39174,39174,38956,38956,38956,39328,39328,39328,39203,39203,39203,39384,39384,39384,39029,39029,39029,39019,39019,39019,39021,39021,39021
misc,psse1,26442,26442,26442,26436,26436,26436,26376,26376,26376,26451,26451,26451,26451,26451,26451,26400,26400,26400,26906,26906,26906,26951,26951,26951,26902,26902,26902,26701,26701,26701,26701,26701,26701,26701,26701,26701
misc,psse2,41184,41184,41184,41134,41134,41134,40955,40955,40955,41068,41068,41068,41070,41070,41070,40886,40886,40886,41513,41513,41513,41449,41449,41449,41457,41457,41457,41304,41304,41304,41304,41304,41304,41302,41302,41302
misc,pwt,40329,40329,40329,40344,40344,40344,40179,40179,40179,40243,40243,40243,40242,40242,40242,40103,40103,40103,43448,43448,43448,43710,43710,43710,42831,42831,42831,40790,40790,40790,40790,40790,40790,40790,40790,40790
misc,qa8fk,86155,86155,86155,87037,87037,87034,105513,85632,85632,103957,103957,103957,107728,103963,103963,107728,102482,102482,138163,138163,138163,138272,138272,138272,139415,119629,119629,90508,90508,90508,90508,90508,90508,90508,90508,90508
misc,qa8fm,86155,86155,86155,87037,87037,87034,105513,85632,85632,103957,103957,103957,107728,103963,103963,107728,102482,102482,138163,138163,138163,138272,138272,138272,139415,119629,119629,90590,90590,90590,90590,90590,90590,90590,90590,90590
misc,qc2534,10436,10436,10436,9846,9846,9846,11346,11346,11346,9299,9299,9299,9433,9433,9428,9237,9237,9237,10913,10913,10913,10941,10941,10941,10940,10940,10940,9180,9180,9180,9180,9180,9180,9180,9180,9180
misc,qpband,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,22766,22766,22766,20044,20044,20044,21598,21598,21598,20046,20046,20046,20046,20046,20046,20046,20046,20046
misc,r05,22578,22578,22578,22587,22578,22517,21759,21759,21759,20304,20304,20304,20303,20303,20303,20246,20246,20246,25658,25658,25658,25656,25656,25656,25465,25465,25465,23645,23645,23645,23645,23571,23571,23581,23581,23581
misc,radfr1,3530,3530,3530,3468,3468,3468,3469,3469,3469,3121,3121,3121,3122,3122,3122,3117,3117,3117,5042,5042,5042,4994,4994,4994,5133,5133,5133,3458,3458,3458,3458,3458,3458,3458,3458,3458
misc,raefsky1,9851,9851,9851,10916,10916,10916,9219,9219,9219,12027,12027,12027,12533,12513,12497,11598,11598,11598,16065,16065,16065,16157,16157,16157,16165,16165,16165,8780,8780,8780,8780,8780,8780,8780,8780,8780
misc,raefsky2,9851,9851,9851,10916,10916,10916,9219,9219,9219,12027,12027,12027,12533,12513,12497,11598,11598,11598,16065,16065,16065,16157,16157,16157,16165,16165,16165,9020,9020,9020,9010,9010,9010,9020,9020,9020
misc,raefsky3,28578,28578,28578,29754,29754,29754,28404,28404,28404,31899,31899,31899,31891,31891,31891,31400,31400,31400,43617,43617,43617,43655,43655,43655,43585,43585,43585,29578,29578,29578,29581,29581,29578,29579,29579,29579
misc,raefsky4,31637,31637,31637,32810,32807,32804,30862,30862,30862,33350,33350,33350,33464,33464,33464,33137,33137,33137,48339,48339,48339,48287,48287,48287,48173,48173,48173,32066,32066,32066,32066,32066,32066,32066,32066,32066
misc,raefsky5,10254,10254,10254,10681,10681,10681,10060,10060,10060,10870,10870,10870,10869,10869,10869,10796,10796,10796,15173,15173,15173,15144,15144,15144,15144,15144,15144,10376,10376,10376,10377,10377,10377,10377,10377,10377
misc,raefsky6,9067,9067,9067,9974,9974,9974,8772,8772,8772,8813,8813,8813,8829,8828,8828,8706,8706,8706,17236,17236,17236,17590,17590,17590,16711,16711,16711,8211,8211,8211,8211,8211,8211,8211,8211,8211
misc,rail-1357,1805,1805,1805,1798,1798,1798,1799,1799,1799,1825,1825,1825,1829,1829,1829,1821,1821,1821,2075,2075,2075,2061,2061,2061,2101,2101,2101,1837,1837,1837,1837,1837,1837,1837,1837,1837
misc,rail-20209,21937,21937,21937,21913,21913,21913,21909,21909,21909,21920,21920,21920,21914,21914,21914,21900,21900,21900,25027,25027,25027,25118,25118,25118,24225,24225,24225,21980,21980,21980,21972,21972,21972,21980,21980,21980
misc,rail2586,103200,103200,103200,102020,102010,102005,228213,100713,100713,162484,162484,162484,163882,162395,162395,163886,152257,152257,107669,107669,107669,107668,107668,107668,107623,107623,107623,99779,99779,99779,99779,99779,99779,99771,99771,99771
misc,rail507,75667,75667,75667,75025,75023,75021,188742,74978,74978,72821,72821,72821,72817,72817,72817,72783,72783,72783,72851,72851,72851,72927,72911,72879,72977,72977,72977,78149,78149,78149,78149,78149,78149,78146,78146,78146
misc,rail516,61551,61551,61551,60726,60726,60725,149778,60623,60623,57946,57946,57946,57948,57948,57948,57891,57891,57891,57128,57128,57128,57130,57130,57127,57118,57118,57118,65293,65293,65293,65293,65293,65293,65273,65273,65273
misc,rail-5177,6039,6039,6039,6040,6040,6040,6033,6033,6033,6078,6078,6078,6082,6082,6082,6076,6076,6076,7103,7103,7103,7184,7184,7184,7056,7056,7056,6088,6088,6088,6088,6088,6088,6084,6084,6084
misc,rail582,69998,69998,69998,69504,69504,69501,180783,68954,68954,67670,67670,67670,67671,67671,67671,67607,67607,67607,66216,66216,66216,66221,66214,66214,66203,66203,66203,72583,72583,72583,72583,72583,72583,72583,72583,72583
misc,rail-79841,83307,83307,83307,83266,83266,83266,83257,83257,83257,83240,83240,83240,83237,83237,83237,83199,83199,83199,90503,90503,90503,91202,91202,91202,90621,90621,90621,83687,83687,83687,83643,83643,83643,83687,83687,83687
misc,Raj1,278199,278199,278199,278260,278254,278244,282197,276561,276561,268522,268522,268522,268861,268522,268522,268861,268462,268462,331239,331239,331239,332105,332105,331536,333782,320453,320453,302319,302319,302319,302318,302248,302245,302324,301040,301040
misc,rajat01,7682,7682,7682,7700,7700,7700,7660,7660,7660,7367,7367,7367,7367,7367,7367,7368,7368,7368,7711,7711,7711,7709,7709,7709,7700,7700,7700,8762,8762,8762,8767,8767,8767,8766,8766,8766
misc,rajat03,8501,8501,8501,8501,8501,8501,8494,8494,8494,8474,8474,8474,8474,8474,8474,8469,8469,8469,9860,9860,9860,9837,9837,9837,9781,9781,9781,8532,8532,8532,8532,8532,8532,8532,8532,8532
misc,rajat04,1791,1791,1791,1767,1767,1767,1803,1803,1803,1580,1580,1580,1581,1581,1581,1579,1579,1579,1700,1700,1700,1689,1689,1689,1695,1695,1695,1697,1697,1697,1697,1697,1697,1697,1697,1697
misc,rajat06,11999,11999,11999,12000,12000,12000,11997,11997,11997,11971,11971,11971,11972,11972,11972,11960,11960,11960,13868,13868,13868,13835,13835,13835,13747,13747,13747,12038,12038,12038,12038,12038,12038,12038,12038,12038
misc,rajat07,16089,16089,16089,16088,16088,16088,16086,16086,16086,16079,16079,16079,16079,16079,16079,16056,16056,16056,17927,17927,17927,17991,17991,17991,17330,17330,17330,16123,16123,16123,16123,16123,16123,16123,16123,16123
misc,rajat08,20801,20801,20801,20801,20801,20801,20790,20790,20790,20696,20696,20696,20696,20696,20696,20682,20682,20682,22947,22947,22947,22934,22934,22934,22756,22756,22756,20890,20890,20890,20890,20890,20890,20890,20890,20890
misc,rajat09,26161,26161,26161,26161,26161,26161,26138,26138,26138,26055,26055,26055,26056,26056,26056,26025,26025,26025,28254,28254,28254,28473,28473,28473,27981,27981,27981,26221,26221,26221,26194,26194,26194,26220,26220,26220
misc,rajat10,32037,32037,32037,32037,32037,32037,32028,32028,32028,31973,31973,31973,31974,31974,31974,31942,31942,31942,34171,34171,34171,34194,34194,34194,33845,33845,33845,32115,32115,32115,32115,32115,32115,32111,32111,32111
misc,rajat12,2431,2431,2431,2425,2425,2425,2446,2446,2446,2280,2280,2280,2281,2281,2281,2281,2281,2281,2330,2330,2330,2330,2330,2330,2344,2344,2344,2678,2678,2678,2678,2678,2678,2678,2678,2678
misc,rajat13,9092,9092,9092,9072,9069,9069,9038,9038,9038,8024,8024,8024,8024,8024,8024,8023,8023,8023,8060,8060,8060,8060,8060,8060,8068,8068,8068,10585,10585,10585,10585,10585,10585,10618,10618,10618
misc,rajat15,41195,41195,41195,41082,41080,41080,41014,41014,41014,41012,41012,41012,40994,40992,40989,40829,40829,40829,95812,95812,95812,92625,92160,89463,93610,93610,93610,43009,43009,43009,42979,42979,42979,42922,42922,42922
misc,rajat16,101876,101876,101876,101790,101777,101772,101242,101242,101242,100433,100433,100433,100428,100421,100421,100350,100350,100350,109059,109059,109059,109382,109169,109169,108982,108982,108982,105350,105350,105350,105350,105350,105350,105350,105350,105350
misc,rajat17,101876,101876,101876,101790,101777,101772,101242,101242,101242,100433,100433,100433,100428,100421,100421,100350,100350,100350,109059,109059,109059,109382,109169,109169,108982,108982,108982,104861,104861,104861,104855,104855,104855,104567,104567,104567
misc,rajat18,99715,99715,99715,99713,99712,99695,99357,99357,99357,98782,98782,98782,98808,98806,98804,98668,98668,98668,106953,106953,106953,106953,106953,106953,106953,106953,106953,102809,102809,102809,102809,102809,102809,102800,102800,102800
misc,rajat20,94738,94738,94738,94825,94823,94813,94186,94186,94186,93005,93005,93005,93014,93010,93010,92949,92949,92949,99952,99952,99952,100001,99831,99831,99460,99460,99460,95760,95760,95760,95761,95761,95761,95548,95548,95548
misc,rajat21,435405,435405,435405,436906,436901,436900,449568,433596,433596,416820,416820,416820,416827,416825,416824,418114,416756,416756,423222,423222,423222,423525,423312,423288,424739,423195,423195,435945,435945,435945,435945,435704,435704,435945,435945,435945
misc,rajat22,41549,41549,41549,41533,41533,41533,41408,41408,41408,40484,40484,40484,40485,40483,40483,40485,40485,40485,40858,40858,40858,40992,40883,40883,40961,40961,40961,42451,42451,42451,42451,42451,42451,42451,42451,42451
misc,rajat23,112558,112558,112558,112541,112539,112539,112420,112420,112420,111388,111388,111388,111388,111388,111388,111383,111383,111383,112975,112975,112975,112935,112923,112923,113010,113010,113010,113519,113519,113519,113518,113518,113518,113519,113519,113519
misc,rajat24,378740,378740,378740,379297,379297,379292,389795,376936,376936,365101,365101,365101,365097,365097,365097,365220,365088,365088,369921,369921,369921,370392,370392,370392,371554,370346,370346,382987,382987,382987,382970,382970,382970,382989,382989,382989
misc,rajat25,94382,94382,94382,94449,94447,94440,94017,94017,94017,93545,93545,93545,93549,93546,93546,93470,93470,93470,100541,100541,100541,100750,100750,100748,99788,99788,99788,97359,97359,97359,97364,97327,97327,97345,97345,97345
misc,rajat26,52927,52927,52927,52946,52946,52946,52810,52810,52810,51792,51792,51792,51792,51792,51792,51785,51785,51785,52421,52421,52421,52703,52700,52700,52483,52483,52483,53817,53817,53817,53817,53817,53817,53817,53817,53817
misc,rajat27,21747,21747,21747,21776,21776,21776,21725,21725,21725,21327,21327,21327,21326,21326,21326,21322,21322,21322,21918,21918,21918,21936,21936,21936,21905,21905,21905,22359,22359,22359,22359,22359,22359,22359,22359,22359
misc,rajat28,94382,94382,94382,94449,94447,94440,94017,94017,94017,93545,93545,93545,93549,93546,93546,93470,93470,93470,100541,100541,100541,100750,100750,100748,99788,99788,99788,99964,99964,99964,99971,99971,99971,99958,99958,99958
misc,rajat29,556978,491708,491708,492114,492084,492071,556978,556978,486186,748584,632275,632275,748093,641488,640165,748584,748584,608086,489650,489650,489650,491870,491592,491533,495514,491102,491102,544344,544344,544344,544344,544344,544344,544344,544344,544344
misc,rajat30,46301,46301,46301,46398,46377,46377,46076,46076,46076,66632,66632,66632,66769,66760,66637,77639,55371,55371,46223,46223,46223,46315,46292,46292,46249,46249,46249,49720,49720,49720,49720,49720,49720,49720,49720,49720
misc,ramage02,37641,37641,37641,41691,41690,41690,72201,35558,35558,41966,41966,41966,42146,42106,42096,52622,40481,40481,79550,79550,79550,81307,79436,79436,79218,79218,79218,35096,35096,35096,35097,35097,35097,35100,35100,35100
misc,rat,25742,25742,25742,28075,28075,28075,25223,25223,25223,31776,31776,31776,32210,32210,32210,31309,31309,31309,44393,44393,44393,44377,44377,44377,44348,44348,44348,25340,25340,25340,25340,25340,25340,25340,25340,25340
misc,rdb3200l,4312,4312,4312,4319,4319,4319,4292,4292,4292,4316,4316,4316,4316,4316,4316,4288,4288,4288,6070,6070,6070,6097,6097,6097,6057,6057,6057,4230,4230,4230,4234,4234,4234,4226,4226,4226
misc,rdb5000,6398,6398,6398,6398,6398,6398,6378,6378,6378,6418,6418,6418,6418,6418,6418,6398,6398,6398,9866,9866,9866,9856,9856,9856,8445,8445,8445,6300,6300,6300,6300,6300,6300,6298,6298,6298
misc,rdist1,10763,10763,10763,10968,10968,10968,10641,10641,10641,9726,9726,9726,9723,9723,9723,9678,9678,9678,17834,17834,17834,17954,17856,17463,17129,17129,17129,10981,10981,10981,10982,10982,10982,10981,10981,10981
misc,rdist2,8643,8643,8643,8584,8583,8583,8374,8374,8374,7797,7797,7797,7786,7786,7786,7745,7745,7745,17774,17774,17774,17737,17737,17737,17059,17059,17059,8795,8795,8795,8795,8795,8795,8783,8783,8783
misc,rdist3a,6871,6871,6871,7236,7236,7236,6859,6859,6859,6259,6259,6259,6292,6292,6292,6225,6225,6225,12528,12528,12528,12244,12140,12128,12404,12404,12404,6819,6819,6819,6819,6819,6819,6819,6819,6819
misc,reactome,12451,12451,12451,13637,13601,13596,12194,12194,12194,12969,12969,12969,13059,13052,12997,12821,12821,12821,20043,20043,20043,20650,20499,20445,19567,19567,19567,11570,11570,11570,11570,11570,11570,11570,11570,11570
misc,rel7,23080,23080,23080,22914,22893,22893,22516,22516,22516,26920,26920,26920,28075,27770,27770,22594,22594,22594,24128,24128,24128,24130,24130,24130,23539,23539,23539,21577,21577,21577,21577,21577,21577,21555,21555,21555
misc,rel8,344204,344204,344204,342006,341975,341871,496448,496448,334453,470796,407402,407402,424226,423515,423514,470796,470796,353781,405676,405676,405676,405839,405687,405687,405839,405839,375121,338782,338782,338782,338782,338782,338782,338567,338567,338567
misc,relat7,32545,32545,32545,32337,32322,32319,31771,31771,31771,32526,32526,32526,32531,32521,32519,31870,31870,31870,32052,32052,32052,32040,32040,32040,31756,31756,31756,29795,29795,29795,29795,29795,29795,29758,29758,29758
misc,relat7b,32545,32545,32545,32337,32322,32319,31771,31771,31771,32526,32526,32526,32531,32521,32519,31870,31870,31870,32052,32052,32052,32040,32040,32040,31756,31756,31756,29782,29782,29782,29782,29782,29782,29788,29788,29788
misc,relat8,767846,491119,491119,767844,488638,488603,767846,767846,480114,536498,500183,500183,536500,500175,500175,536498,536498,492921,532942,532942,532942,533090,532921,532921,533090,533090,524278,465282,465282,465282,465282,465282,465282,465282,465282,465282
misc,Reuters911,40982,40982,40982,40433,40430,40430,40509,40509,40509,50057,50057,50057,50601,50596,50539,63763,47501,47501,54520,54520,54520,54401,54397,54397,54327,54327,54327,36787,36787,36787,36787,36787,36787,36787,36787,36787
misc,RFdevice,186040,186040,186040,185748,185698,185624,227688,180517,180517,188110,188110,188110,202402,188108,188108,202402,202402,184861,265378,265378,265378,265793,265793,265793,269604,269604,206856,186258,186258,186258,186258,186258,186258,186120,186120,186120
